Name,cF17,cF3,cF29,cF36,cF8,cF41,cF38,cF19,cF31,cF14,cF27,cF4,cF22,cF40,cF9,cF33,cF16,cF2,cF26,cF11,cF20,cF5,cF30,cF15,cF39,cF7,cF13,cF34,cF18,cF10,cF28,cF21,cF44,cF12,cF35,cF24,cF6
Feature 01494,1178527.559,1463456.865,5881530.155,22142254.98,1100412.483,87202425.71,37691681.89,1273742.525,25387483.51,13079825.88,10015678.05,7283383.021,150488157.8,188519934.9,1607533.636,16821726.8,7201375.94,50717840.16,7196077.049,24357704.25,30865529.43,3956826.471,1017574.238,419934.1716,8019890.73,26620829.3,3666633.821,10267739.71,41485401.28,60435168.45,6564810.819,209468717.5,141659680.2,2870954.756,223747523.3,27735637.82,260616777.9
Feature 01497,0,115503263.6,0,0,0,0,64026613.72,2299930.852,19442625.14,15661371.87,18479438.62,20646517.26,0,0,0,14024173.49,12343461.83,0,0,0,22976118.03,0,1605374.282,0,0,336893714,0,0,0,0,0,10989443.5,0,1001563.951,30142.8243,0,0
Feature 01510,4168014.682,78673944.04,22872389.99,90922851.18,4072927.253,68157196.92,159050171.5,5810674.568,105720375.3,41256961.05,37794062.91,50593148.32,514786872.4,635268712.8,6634211.219,46830432.51,24791777.52,244148597.3,22427499.25,71167525.02,96336601.8,9795567.494,4799352.542,1369447.83,20301063.1,143747877,7385694.979,24766447.78,175734928.8,182800766.6,15192862.8,785778370.8,529219955.4,10740042.15,258214385.6,28469994.93,957347723.9
Feature 01513,2049906.072,4589868.681,2980014.24,14855918.55,891513.8425,13213936.44,17614115.39,923926.1027,15534350.04,5046102.506,3836217.572,110423.4238,50443487.46,68137335.2,1118457.72,13070391.21,1796806.275,44816757.98,2665642.432,9411641.045,5521691.62,1105772.287,109047.8385,30828.36244,1130200.635,16080093.61,390612.9864,944188.857,47907041.95,3275009.249,1340255.308,130316202.7,58017558.56,2495643.425,39984779.18,1014640.329,76553325.29
Feature 01514,450814.0219,13897729.56,3771006.462,14151603.34,563926.0295,7302170.109,33872130.17,1664950.532,19134858.48,13744465.56,10956854.46,7161336.394,140782628.4,152513935.7,1501638.456,19315110.84,6329791.24,64467373.05,5293052.872,12188807.54,17609556.89,2665552.065,807658.2033,381753.3302,5499828.176,31466445.31,1952257.589,7061369.468,37771469.8,27496748.25,2717894.239,219065230.7,143242663.3,1299190.432,70351954.4,2685825.536,179145619.6
Feature 01517,904648.3437,10175517.12,6235205.245,21429000.56,1082750.194,18402315.25,23315274.11,1844960.947,30688240.06,14382904.94,11997465.83,5890836.525,126273959.9,152733110.9,2103635.748,17147634.04,7191957.316,84206319.77,7005776.61,16421551,22160976.87,3228907.212,1193430.182,409176.1726,5077190.012,45290339.97,1758779.386,6055532.55,51783194.15,42563028.2,3774274.901,212785113.7,142148434.5,2859681.407,55288749.98,7150814.573,199157454.5
Feature 01518,12429085.33,225177550.8,76441939.49,262507102.6,12372281.23,225451370.2,455064579.4,21842585.1,335474604,165426540.4,139994186.2,154371275.8,1651384702,1701894683,24155056.65,217997856.6,82647699.36,945943321.8,82006474.62,198553225.6,273703632.7,34074255.79,14481117.79,5722178.281,62691808.17,510910026.5,23541236.17,81195725.77,584118658.7,497310272.8,44470550.08,2593831309,1677548249,32497548.52,692778791.5,82544649.67,2768645486
Feature 01523,203589.1463,42671566.33,1374587.008,6443185.307,971069.2723,16654344.12,38027610.54,1068766.379,16754653.02,11733242.77,9700158.048,2150442.06,115578378.8,113428707.5,973807.2105,40317857.5,7430752.524,83685612.14,3508192.23,8838124.727,15045915.06,1604387.179,588499.0963,271364.6515,5541414.581,15193603.86,2370133.814,7428187.718,35036640.16,51697527.85,2371716.579,43024112.51,42651696.97,2533318.003,37459453.89,4770938.237,107918277.4
Feature 01524,41908929.36,23522585.85,37843441.76,789734492.9,4590844.022,937631957.2,860407296.9,26595888.18,352109016.5,426645993.2,359613040.7,102722474.1,1129162787,2238839230,433606.173,393638300.8,272040769.2,2221714583,44543750.2,204344104.6,328804346.3,40485493.51,10532549.61,2879973.156,212283570.6,100695914,96859810.19,332122990.2,268695749.6,316589488.4,43454208.79,3339607433,1627648801,86167486.24,615174106.7,279370565.2,2431562412
Feature 01526,8807800.572,96947490.15,27438625.28,182144256.8,5120827.156,215699774.9,69965182.54,2384996.528,75181773.32,59880493.34,37672428.93,78056981.03,855653320.8,909099381.1,6728632.183,103537285.8,32017908.59,995107901.7,32249252.09,23223814.41,74453101.26,8761131.378,7138975.183,0,49934076.47,162397988.1,30765482.18,94903330.39,285626649.8,220209123.2,11456576.08,1473249714,854883498.7,17716405.95,520204251.7,73825323.18,1439348000
Feature 01528,125072042.7,39619506851,448853630,2584369011,75712594.7,2752130162,3492261789,114055546.8,1467109157,1383506037,1508499215,767137606,12191852251,11564374957,146571821.7,2058586161,900328706.3,5957569489,382322554.5,923320006.7,1676362742,243314493.4,51239148.98,17218295.97,1014622088,67060533471,474360136.7,1571990136,1986675750,2444893413,366222110.8,13250192643,6038403133,287728742.9,6428771652,835589073.7,14005033514
Feature 01529,26212237.53,340941545.6,98399239,502516688.6,13858792.62,518845861.6,1352231896,59678985.5,142656373.7,610557615.6,538741357.1,195815537.5,1114275565,2421506341,25780416.25,100789320.5,372458170.2,3414704270,23165049.35,40605597.09,874764288.1,84744719.82,684515.5753,198974.6498,11179013.16,730202157.2,27781533.3,13029549.32,213104226.8,286990966,14570541.5,3820340107,3182942422,56320401.05,1493073500,188156393.7,492395454.9
Feature 01531,398389816.5,6011081892,1596933587,6794061957,208713464.9,8546994011,7113340608,344142225.3,4519322295,4434039591,3719956563,1786711478,24920004575,17338037659,463480407.7,3558380394,2391548330,22991996918,337372958.1,927326853.8,3125561525,312590049.9,13069879.1,5032405.921,1526211464,11205662049,686911265.7,1958222407,3803396325,1927075319,217430924.2,33587480753,15677811749,967476060,21059605729,2808134864,9805605968
Feature 01538,5682397.332,2617825.02,26932453.53,123265610,4875947.93,88872975.19,210951975,6290753.229,106796870.3,89482264.67,32956495.3,51142658.61,780650683.4,908732873.6,16561486.79,104401690.5,28620612.96,284143094.5,49624818.68,106781707,110500149.1,17754988.5,6083771.659,2179204.953,32539263.94,200467464.8,12412424.42,38793103.74,254543036.9,240729551.3,25701731.24,1090925705,531828714.4,17105120.42,265827144.2,36935839.49,2163773205
Feature 01540,6422259.557,33081114.97,35554286.52,137055347.5,5867044.169,107362852.4,266968094.1,7232893.673,128083405,101225491.5,40512808.28,32965988.58,792981664.9,1011064490,23395023.52,107099586.7,31192161.94,386860756.6,50104388.79,116634266.2,104030048.9,18527975.12,5954257.594,2137466.89,29753127.52,88631474.55,11342732.23,33086396.55,320282244.5,218280598.6,22675774.6,1458000931,671083719,22479552.01,360661526.3,46722053.32,2639945158
Feature 01541,6234783.039,88926876.85,32548401.79,134541574.3,5615054.97,102708661.9,230679108.2,6317199.369,119738157.5,91660939.35,38703731.35,57960090.63,781513219.6,1012167145,19441626.49,108588435.5,31928185.06,333569560,54351506.51,124020598.9,107629339.6,19490782.34,6548480.237,2478740.954,35421788.18,242694926.2,14147877.33,41787557.56,276298353.3,271913878.7,29934313.05,1219224224,593988302.9,19439482.29,320585713.2,42395790.16,2488648792
Feature 01542,21783073.68,333704867.1,78882943.44,410031135.4,11654834.82,8849574.257,18912941.42,634988.0654,10468881.16,533396014.9,4135256.082,108758600.4,0,1642247783,8239376.517,2724671.756,1833050.052,502473408.3,2793906.675,147898868.6,588118325.3,12479904.32,1224898.126,266352.3591,10446451.48,637390753.7,25704.96288,6585341.325,836312414.3,181796954.7,1628098.509,112355404,2393746088,2118608.86,1250950804,155544350.9,97651615.26
Feature 01543,19232.15649,1695350.197,196137.9212,1439697.907,22502.83953,1002066.62,2954523.155,64372.39255,1954650.316,535081.9725,1442087.782,252091.3452,14843134.64,8149388.582,223708.9412,481181.4752,395915.436,7761990.549,396172.2618,2463229.558,2019762.615,276711.9428,43545.28853,8998.116537,737683.3367,2280388.51,88002.09179,526789.7096,2462404.946,2288557.373,548149.9069,249952255.7,50555496.37,521142.9991,2854171.799,793872.4861,13724246.09
Feature 01544,186851.278,43319384.02,6389261.909,347219.6748,7111307.533,5522305.624,19752402.41,699035.5606,23440745.39,2933373.23,2548859.675,247247.1379,1184168.14,1008711.857,1890317.878,889652.6425,2020040.742,15714050.17,2428263.313,34588.16805,3385358.025,1046810.85,6890821.982,271582.0778,3914807.228,58101331.19,717663.9887,65241866.91,272207.3281,103010.6045,373632.5374,172117487.6,33152452.2,3375694.822,1133860.155,1396923.026,920782.2057
Feature 01545,273744.063,24192723.22,2048654.397,1974797.754,1045508.309,6799054.365,2038631.571,128395.3507,8677299.282,5615580.843,1443268.003,14553897.31,145590204.4,215581706.7,1837700.788,1516816.792,391099.0965,75565324.19,5784028.895,23205922.92,2117660.215,889388.6192,75488.87973,371895.2799,1730505.101,45089905.26,752705.8578,4625335.334,23645282.6,50333584.24,588202.5943,121070799.4,66131093.55,958104.9842,76106388.1,1565915.709,1073456500
Feature 01547,23760.44834,274444.4878,540620.0965,1033291.052,9681.997577,1552962.2,3250668.085,14482.37839,3703468.726,949158.9247,342613.6955,397031.514,9770168.184,8032107.549,52393.11215,164125.6707,157202.3508,15161209.98,137534.6668,588723.9152,299106.2077,116785.9457,81814.37333,7429.52582,680336.0004,5372789.814,132484.795,143546.3168,66718606.22,2633440.387,576181.4712,38343815.17,6044163.204,217298.7589,1135317.831,294588.2067,53403953.67
Feature 01548,5361502.342,219370474.9,325933391.7,101490830.3,3654694.523,134276227.5,477133818,13266245.3,170778291.4,134504339.4,485037823.8,207315109.9,7302023450,6700091797,19487794.3,479877486.6,390461.5754,671113937.3,34073944.6,4511922.94,5661878.659,178568076.7,7785563.775,7341313.68,0,741355448.5,19990627.28,2416847.691,2113132471,6358753.059,4065771.129,0,0,112690006.7,287164600.9,80655203.53,8300570162
Feature 01549,2020996.708,43533069.56,6270782.531,22853368.4,7204531.598,6636282.5,13734917.75,664902.9607,22886060.04,5353155.031,5060984.898,725151.0468,56475877.25,19190769.1,1927780.081,5240689.472,2703090.371,33631475.17,2121380.384,13964693.1,9073590.666,927629.3295,6600587.807,237228.9508,1792300.181,60044175.62,492267.2677,60853748.92,52002078.77,37140001.45,3981847.358,88051420.51,53666074.8,3416903.223,71281973.98,10942926.15,91807927.06
Feature 01550,1987430.328,42287189.4,6341623.605,23499067.89,6899545.601,7852434.218,14585451.84,708627.205,23369727.79,5948841.97,5618092.355,13572655.09,64246388.56,17821867.8,1833893.89,6201334.399,3145057.82,34029744.95,2577858.826,15759518.46,11047250.82,1171107.948,6934199.266,287668.5399,2479265.643,55916712.87,721567.6247,0,50696205.11,47306161.49,4890037.977,92525031.09,56930120.41,3291596.982,70352859.3,10755559.56,102419730.2
Feature 01552,0,569372.4073,709610.67,2637789.843,261482.7714,13816238.48,43809297.72,1544038.42,47447957.3,12606504.93,13031679.71,8464192.193,10496474.79,204369.7681,0,21278007,6771477.963,22957773.28,433616.3948,22043306.96,30476352.5,4077835.566,3194.56131,304124.4359,4807061.731,88100166.43,1157938.245,3914523.156,6914211.072,5857965.085,2566557.044,31173938.46,1058079960,4518431.639,86028910.67,5926140.135,383833263.3
Feature 01554,8487564.059,67593082.56,42082070.04,157803258.9,7835489.252,163603235.8,182552753.2,10942869.01,195415862.6,79617523.72,78051146.57,40495749,997122087.9,1097741514,13647651.5,95628108.5,52120220.69,323230069.2,41248422.5,103247151.9,159980066.4,16747110.26,7919409.101,2665329.595,24577951.09,160514839.1,12223887.79,48437630.22,328736921,301694503.2,25545822.1,1264056955,571454654.2,21371341.7,505968518.7,60985733.81,1608140047
Feature 01557,352026.0537,6390090.434,1774683.721,4705378.01,279974.8392,4949871.491,37589636.53,2298123.889,15798520.17,57472073.75,4667642.052,4872198.027,70765391.54,81027863.18,461122.0666,15852787.29,4982047.828,25804764.2,3526778.188,93519029.12,125824361.1,17133238.73,701988.064,440943.4109,152478030,31247122.52,41098342.76,77002063.2,85538748.38,61714497.54,2871524.702,195538425.5,502483154.2,796816.8989,32018592.12,1933553.94,301915147.1
Feature 01559,7536532.149,100741559.4,36344041.34,16667401.42,6822934.147,143702175.5,174704564.5,10315159.37,171288140.3,71224527.51,69293011,80409673.88,852852540.4,939881235,12908866.08,77018180.17,43784087.49,331035729.9,31948529.44,53311099.9,131358860.6,13709919.95,6190607.159,180099.4917,18772823.64,139464878,8539766.515,34695213.25,319256443.2,214069121.3,16469673.96,1232930968,567189364.6,20444440.83,465771124.6,55262468.33,5555161593
Feature 01561,631494.6673,11576077.6,3390021.781,14061784.46,640939.9058,13525675.76,26880759.5,1175896.2,15980485.44,7692605.291,9731107.901,9328316.186,78024881.52,102393507,1119081.033,6396362.436,5819355.623,31425559.16,2296003.138,7779721.533,11894600.01,1475293.843,713311.9504,339335.5822,1670265.424,16972123.98,845499.5568,3529937.336,29039808.67,38754994.07,2780815.219,112070470.5,56025004.33,1837871.407,40486616.59,4793715.088,165699269.7
Feature 01565,662019.2412,11653106.99,3615350.017,12600232.05,625593.2496,14536241.31,19465916.26,771130.8937,14584046.41,5376326.181,6013559.851,6421552.575,71529242.29,106804374.7,878924.7814,3790560.664,4041261.475,12721079.16,1821240.159,6444102.115,11329095.96,1052478.429,804320.5659,256065.9894,1541391.51,14158237.83,582564.5357,4234735.641,19995830.15,34439765.49,2343093.718,86906695.47,43169827.07,1477523.624,32697764.95,4387487.684,112406652.9
Feature 01566,1034504.309,6525974.571,5558759.668,19706429.14,333430.4181,21610477.93,37183034.62,1433525.933,27042339.29,7270468.037,10556077.62,4337072.888,52148488.56,56171326.27,1541872.221,4965523.813,6751660.668,35036592.5,2147818.23,8895507.394,19144005.71,1210084.867,1243141.539,423859.4854,2129440.654,17424413.65,843031.3522,5009158.422,15911188.71,13187975.53,2801673.569,133589311.5,89901216.41,2328011.311,28823081.41,7301308.491,172360765.8
Feature 01568,23804331.87,382337648,130701918.6,489268850.2,21353958.67,435776312.5,757024231.2,26381277.65,583611472.4,192864751.8,239627981.6,236367884.8,2526393853,3189024229,33700326.87,201203853.9,164592533.5,704932807.2,75074551.79,248868138,493812612.2,39721068.48,30962226.88,8290939.627,81191173.92,509431437.6,31584331.56,161310544.9,711489967.4,1196396238,77289129.12,3586903106,1815294680,55287085.99,1274099229,161399905.7,4407973021
Feature 01570,3773083.855,33361131.84,6329550.032,13253246.53,713222.4251,28893662.07,51783824.16,6318115.213,51860873.39,182301452.8,11818672.34,56498689.75,228554433.4,167444971.8,951401.3074,57440067.74,18376492.21,90887921.33,8240622.21,323123700.4,293476661.8,53738311.12,1836824.797,369857.3897,261803469.3,201192428.3,61926787.91,114793612,488116292.2,60117470.93,6371135.289,780665843.7,167506989.1,5300213.333,95736040.22,8996958.091,1457851343
Feature 01572,2189746.137,36976465.1,13315804.71,962353.7615,2376982.278,49326676.18,45477555.05,2141028.142,50736213.08,22108474.55,24821941.84,25138201.54,286804622.3,359076308.3,535193.7689,30981372.02,20631170.52,99744706.86,16884680.1,43345445.46,64583391.13,6527270.241,4566906.328,1285735.026,17340603.06,43833264.14,8078154.349,37544086.92,55108602.25,298426556.6,21530988.82,277998724.1,215373900.2,4650108.099,114622503.4,14374464.2,482666420.7
Feature 01573,24775370.7,392586818.7,134173686.6,462574988.6,21403683.73,438194917.8,881355839.9,30187674.46,605991004.8,197260266.8,242118806,229570041.5,2443986055,3038946637,37639943.96,187191777.5,152003673.7,877268058.8,66367266.54,215953265.7,436358858.3,33836827.12,24993299.86,6430568.928,60511052.85,588505459,21999033.5,111162873.6,820498098.8,812988844.9,51905910.9,4098886122,2066154830,63479557.43,1408405045,172872290.9,4512856210
Feature 01574,55894.08553,1763731.26,1100.278648,516784.9452,61.94980248,5123205.898,12999873.8,441196.0489,6724119.217,3849580.508,3410448.079,728126.2103,5090991.758,7585793.082,1318391.18,2373436.125,2129378.211,50443.29788,657192.5878,2088041.217,7649713.523,3283350.812,63048.26317,8629.086726,2087247.999,11308755.53,597719.9718,2305696.949,1935281.53,2287002.957,926538.5105,43538162.62,51594773.62,59387.22466,2926093.718,428814.8922,47041960.79
Feature 01576,632206.0678,8413048.303,3212575.233,12105993.72,569019.4606,9769850.285,17557667.21,719299.3156,12592171.19,4593206.219,4851387.303,98962.27026,25577752.1,65503048.88,899997.6226,937322.5739,3245325.061,19887390.01,455387.229,1595010.904,8590550.607,1296365.069,570748.4272,124662.3545,942007.9876,10519006.03,57724.06564,2069924.054,15051491.44,14729065.28,493488.8047,35084030.85,46290058.11,1427082.26,31366734.47,3635702.959,48082277.64
Feature 01579,11036455.73,299194673,37175106.49,144821279.5,9586434.689,214880902.7,366107817.3,18411714.52,278711559.1,430285355.5,118500010,114606206.6,1508458301,1538157176,22256013.34,226307560.3,84686422.93,187259013.7,80150882.36,733391603.4,783256327.5,133217768.4,12476144.69,6046987.864,613608737.1,472762981.8,165000893.5,332857164.8,837913385.8,588777867,60551558.29,2831058196,4488224761,30768545.22,554150733.7,71774148.58,2971405613
Feature 01581,6380677.967,99800646.27,33239017.85,133116110.9,5893527.727,123062766.2,190403814.4,8612518.994,168121370.7,69514422.84,68762589.75,58162380.6,639953260.7,865240430.6,9267699.297,54954966.93,47248712.87,309536433,19791044.49,48231077.57,138778830.8,14514589.76,7846241.394,1888248.232,25513988.61,143512503,7995971.514,43437949.57,188980465.2,297655199.8,18074193.21,983280369.3,674531273.2,17759055.83,385359263.4,43947767.42,1061772838
Feature 01583,18636142.5,427642004.5,45669053.81,134679460.8,6461999.846,557566282.1,1015855686,46454320.13,1783016930,529803798.5,15318270.04,490635432.9,5425536953,4368831028,45440916.5,656700078.1,198726643.5,899910951.4,372973193.3,653014592.1,701297668.7,3463151.387,1830036.207,18341018.17,9069972.753,1035666295,2418610.353,188908834.3,1736741499,1027405332,150301783.8,4651142371,2865214911,5907204.261,1594762618,177650240.5,9789538712
Feature 01584,507844.7766,311004755.2,39016.26927,7387005.388,416757.1638,8915304.776,19734821.32,649364.7543,10564643.56,3290667.73,4201514.491,100164231.7,35582770162,41731198.25,7894237.357,540024.3452,1782558.062,0,2457053.466,4592196705,4752781.619,612487349.2,1121560.336,273749.0067,12256667.71,619253565.1,1525731.992,7303992.019,16140478.55,21926335.99,1742336.62,106369638.1,39132451.28,2146831.257,31657938.36,4449074.729,109006909.9
Feature 01585,3607991.004,0,5201163.44,71990239.75,410366.9733,5776882.581,317078968.1,870162.0853,119918650.1,19239977.92,14047942.23,15485000.87,128551488.1,3931638.18,37354027.17,28508743.24,367189.7362,1972820678,330334.0104,28633576.63,31666133.45,5280593.032,196703.7915,36393.55994,30099388.75,0,5708160.611,11073566.8,306871377.5,84900421.17,8109199.399,987743839.7,227382435.2,333019.684,386354915.1,69038166.33,487969561.4
Feature 01587,81916976.53,193411321,954941344.5,485580748.7,47015407.98,1334493483,1793641618,227048605.3,1204515331,7735523059,481042474.6,20714624900,4325070467,1097324011,34788828.02,1879392476,547352586.1,1424400792,77615245.86,13078641182,11912926668,2181755054,20075007.5,12773983.78,8922838077,6859438107,2411546133,4396101848,20038677108,2793529354,126260227.2,34438595147,91494325002,219701859.4,2923698084,309232058,50376634899
Feature 01590,23149659.51,156809350.8,198037618.1,93362240.46,10754095.23,260859459.1,377753066.4,43311928.63,293231764.4,1506485764,99283593.85,410935873.5,966418795.8,260177683.4,12121344.11,398660738.6,109093443.6,15847019.07,36698835.18,2669787146,2205960904,3545856.167,6286365.009,4844610.083,2139919540,820861075.9,498296869,905704444.4,4123515414,638705267.1,32715720.38,6743262899,1270358221,47640770.89,556770845,63384260.55,10801749550
Feature 01591,91675413.51,927360251.5,1044752428,521551097.4,52123687.97,1469477543,85025770.28,3954076.756,1314201473,0,26483359.83,1114508038,4848521736,1196485088,36383025.47,0,26441771.85,163658708.5,12352908.84,0,13791698759,11755208.41,16807459.78,15807751.78,11152400326,5322708067,5031370.193,997226.6354,20899634808,3699659233,4542876.045,302065303.2,3634890049,230919965.4,3119867812,328898175,54860890750
Feature 01592,5134909.756,38869501.61,44636746.8,91593211.33,4855943.956,80352199.3,146307731.8,11115547.83,92346981.1,352824451.8,36137269.48,129201047.4,807929186.5,569535916.3,15666537.31,151640530.6,40183744.47,335066918,69223784.92,736503480.3,616022178.1,118103206.4,6769718.108,2550362.203,599307205.1,998387411.3,158041450.2,291023958.6,815205385,330932014.9,32808893.2,1671073331,3772154427,18582871.39,231339169.2,31635375.29,1630391042
Feature 01594,15232824.09,494040565,152117344.7,843294724.3,13408488.81,1343188808,1221919374,90415431.43,1130554912,943443925.6,425599852.7,95183221.55,8703369115,7900052846,104265051.4,2194788618,365930975,5452899469,929479145.9,7252051220,6135754491,1170126610,9491260.822,71414950.89,6219009823,919816171.8,2015512683,3817740303,1621941828,5093861135,759116075.3,8209302863,29034929977,95585353.78,881589574.6,43169396.98,19594127851
Feature 01597,15314369.92,3820570.069,90622311.17,488110915.2,27493589.44,238001741.1,159816095.3,2380374.17,79776299.69,252722586.8,18797909.68,400792506.4,3835195118,1811244746,95312598.04,860350037.3,35243439.16,4277581478,395443978.9,653374838.3,231491839.2,61339100.28,10237054.19,18699582.49,46747604.03,37898196.68,74311324.19,94424725.51,1572362960,681861113.7,159902304.5,1433311532,3703659649,648213.5962,1059746416,61183670.39,9460439026
Feature 01598,4323717.135,37053816.21,26818611.55,134804706.3,7057918.905,83264311.31,46618252.55,3788443.757,34790700.65,78091022.17,12639544.71,93662565.8,978322694,419533721.8,100237614.3,219633909.6,11518877.12,1491167557,113050136.6,159394926.7,59682845.75,43442635.62,7461458.098,4118148.436,103620395,692198658.8,19277550.36,29098444.47,516222103.7,156921575.3,36456706.48,441748004.6,1150005484,27120485.13,440229101.6,59823140.96,4883040512
Feature 01601,429515.5903,9055522.634,3293326.974,17455399.94,531605.1896,7671159.473,19899356.72,1199947.384,1456260.954,25745906.22,5094372.221,4859878.69,38558105.14,47892766.69,2840432.91,30603123.91,5892828.796,216135677.4,12034154.36,21769035.3,4830424.528,5044331.559,277580.2978,583950.2136,13495860.29,25860956.88,2699189.717,3157747.259,38465204.07,27190409.66,5665569.888,205726179.3,199146054,2412842.015,44511959.42,2357201.283,871523740.7
Feature 01603,874117.8298,1327198.902,5062824.356,30249782.5,1338935.135,16967154.83,18758294.17,135807.3357,6258189.707,17776589.08,7505080.419,20152663.46,236592210.1,102813273.9,7322136.966,45918135.75,4101234.149,363202006.5,14987092.17,24840134.06,46579048.03,3850878.997,533833.1092,665285.7539,2221240.099,55506756.59,7721494.089,14177078.75,118368244.5,21840510.73,4307901.646,117202777.9,140779930.7,1775979.86,73725707.38,3867141.375,1088945002
Feature 01604,8083353.035,84150053.05,40005069.7,266239273.1,12225498.36,134993533.2,48132272.01,2554021.847,55187333.2,15107501.03,14616816.68,148449500.6,1566868377,1232527733,112704699.5,368725550.9,16890421.34,1915939696,208210569.1,438382348.6,97740041.23,39046395.41,15564431.31,8800492.693,28284440.66,59092789.69,40250755.06,61736794.09,876308396.5,346025252.8,82285896.94,665933318.9,467200798.1,32506902.26,483408642.5,80177670.5,14260470443
Feature 01608,3797007.411,53610908.16,21387592.21,144246348.9,4746643.346,100319332.9,4583214.614,482184.5721,103784309.8,39074540.16,5611123.504,68564555.56,429966479.7,795086777.3,11634136.75,4384661.98,717220.8727,192421191.3,44341323.57,87290966.67,5007504.613,544454.9598,161918.8366,2891804.481,765595.2637,81408130.05,10690618.26,4967391.936,377479312.5,145775065.8,20276652.49,1031918710,648569993.5,10461360.09,247391729.4,19844442.73,10013947400
Feature 01610,162626.6023,2165319.614,819483.0298,1695939.29,118548.4154,2875514.677,6262172.895,205321.5127,3467552.808,1926554.629,1326105.872,1608749.952,10007636.34,24009231.47,104622.9884,1817555.264,1381779.248,8198554.192,772069.5505,2580591.165,4890122.493,318153.2772,228375.3106,69223.43949,1181104.555,784046.5533,445283.8871,922180.6625,5612423.23,8750653.575,737881.8881,19566746.82,18397256.18,135746.0553,6916167.591,1141555.822,26554064.37
Feature 01612,1874629.466,8468934.673,7472841.843,27858139.92,2078047.296,110536761.5,136624336.2,4693375.059,77949974.24,17940142.68,19894109.88,30410134.52,240115913.4,967809488.4,7332522.23,9967470.537,26483909.64,149089581.7,5584876.913,21635980.25,122309116.6,3428743.1,1737174.177,3653888.393,9039750.849,103898336.4,1393230.651,7901776.333,112108989.1,56197595.06,1054593.46,440943452.6,219450442.6,7809188.318,413415166.6,34957986.39,336536902.5
Feature 01615,125472.0533,338480.225,547001.2399,1886275.136,2844634.973,2259470.294,847453.0185,52076.15506,3098650.995,1516180.456,221464.5013,590480.383,12606739.44,345885870.6,470809.4705,1398620.131,167163.6336,7833427.073,414116.7696,1469613.675,3049738.151,5824159.42,102178.6806,22183.15655,159344.6737,473282.9228,234882.8846,1976487.138,5871869.724,104032437.5,322039.7725,519937583.6,356709679.9,409715.6971,10923333.59,967219.1333,26536494.1
Feature 01617,4876327.344,60226313.86,24197469.39,87518129.11,4135535.849,89628551.03,161210937.3,6620050.727,114838865.8,53667640.09,48027791.32,42838519.15,535371192.5,625519475.7,6801357.681,49004461.17,30717718.39,262688323.3,17244540.95,69661691.97,105241818,10613494.3,5568134.982,1419174.885,26693682.71,84890964.42,9599081.045,34553925.03,164763577.9,184317965.4,17194736.03,848869985.9,555047333.3,13224556.68,270607639.2,32433946.61,911793626.4
Feature 01624,3106608.026,1937913.992,15492692.38,51558628.02,2382529.155,56434394.06,111653615.1,6184862.864,78857258.64,35749502.67,30362322.85,14044553.23,404059680.9,467460890.8,7367734.476,40626351.49,18069549.63,299373085.5,19266364.53,48671991.39,54741822.74,6660383.886,1662910.46,1057984.358,9586756.799,101756759.7,5146147.475,11235273.53,175468916,84561264,7488666.875,790254229,530956550.9,10973968.19,195206754.3,23690333.24,920937256
Feature 01625,14516813.89,18426178.07,77008451.88,276242271.2,13416272.5,265999200.1,356371659.8,19391534.65,360095613.6,167225770,144604569.3,4760463.66,1717853931,1944762990,22841065.92,167690372.7,92206494.37,631701887,67198654.15,229647209.6,343882659.5,36673837.41,15975134.55,5169855.444,91559199.57,414049488.8,35165230.46,112548188.9,530109044.6,636418494.8,55757467.73,2182156290,1438609484,36659790.76,840347244.4,98911202.64,2659086187
Feature 01627,956996.5697,1825185.037,4835599.036,18192936.68,898923.3279,17683032.79,23200921.12,1124416.524,20752177.6,10242968.14,8213003.415,8434057.018,95554362.88,111178879.3,1490969.168,9733432.819,5106705.125,46357610,2724258.246,12769526.36,19727146.31,2041021.244,836120.594,244984.1127,4112411.653,31925691.61,1515092.522,4870654.02,40296105.63,27877653.55,2385396.659,156790447.4,112404246.9,2090450.199,47112425.37,5788522.302,154884599.3
Feature 01628,4687094.426,6751657.07,19293650.19,55998623.92,2706325.753,89953742.05,113403298,6555185.511,145830689,52294270.68,44678656.61,6873473.048,290830159.2,332389032.1,5363070.655,32243977.19,26491707.66,145718387.4,10437001.04,38897098.85,89976157.42,5301160.581,4608870.172,828031.5775,20111981.91,101917410.5,4416601.485,25368997.58,124277695.7,144524834.7,7490769.701,832302509.2,561976442.9,11871448.01,265407620.4,16783767.48,519892349.3
Feature 01631,4588027.731,45400108.53,41640853.15,305642502.1,14925520.61,270350372.1,241411491.7,14315614.22,545197562.9,204594611.5,117950124.7,152694087.3,2227583815,2474401507,14320997.12,337676042.1,89002909.76,901196704.5,163775305.3,344944523.4,278819649.7,51007944.16,1309440.109,8776080.869,94069198.25,2288937.384,50679897.12,140932268.8,652875246.7,798391322.6,93638629.12,1714958984,1344290860,2342058.31,677251169.9,28731980.26,4292720392
