Name,cF17,cF3,cF29,cF36,cF8,cF41,cF38,cF19,cF31,cF14,cF27,cF4,cF22,cF40,cF9,cF33,cF16,cF2,cF26,cF11,cF20,cF5,cF30,cF15,cF39,cF7,cF13,cF34,cF18,cF10,cF28,cF21,cF44,cF12,cF35,cF24,cF6
"1,2-Ethanediamine, N-(2-aminoethyl)-",1005586.237,3647463.968,8856848.019,63539371.61,318839.5121,19666385.44,1389298860,80903690.04,898294101.2,646155281.1,455322785,5377549.971,1616300.105,4543017.125,3839478.549,530783359.4,274037007.3,2569982261,192192598.1,610282932.2,1039490313,112989107.8,2378114.545,211086.4806,227030393.1,12783274.97,69305522.27,281153561.9,134524756.7,1093304409,123676929.8,8712612948,4783068788,124349118.9,144815124,11665987.37,15245668383
"1,2,3,4-Tetrahydro-3-carboxyharmane, 3TMS derivative",11435.20047,38390.35562,25903.04273,10498.77004,18909.65497,76952.7964,0,36.25338631,292319.1153,51809.9432,25009.65008,126937.0251,1864178.817,1527990.73,90601.97139,97516.70123,76008.35264,423100.0993,19528486.53,236412.1778,219225.1971,46769.63332,448.4976695,8473.563174,68637.74267,980608.8229,24950.59269,692658.2187,286076.5905,828472.5779,57008.30145,7507.111212,1920451.779,1456.730088,50048.3876,28905.17215,159270.266
"1,2,3,4-Tetrahydroisoquinolin-1-ylmethanol, 2TMS",389616.7041,5462217.318,4868013.631,14929525.32,573628.2544,17018990.59,7118769.746,73872.27842,9205692.702,6769038.574,2358721.92,21916814.04,23009869.98,122173227.2,6656988.349,6603522.561,2531542.823,1405005532,8014937.916,23756026.43,2364609.134,14822891.53,49513.41372,105907.0353,11612803.9,1950850763,12803481.09,4865705.587,335251292.8,63031148.2,10262016.86,195579997,61465593.84,201654.945,139286938.4,3525618.986,909503244.1
"1,2,4-Butanetriol, 3TMS derivative",8116948.962,266227346.8,100517179.1,454668534.5,14407951.45,383806924,364987996.4,19728493.48,444424024.6,212848375.2,131681893.7,153591181.4,3131833073,2967717130,194833331.4,329522098.2,80796386.73,3506727859,99861375.09,277914016.5,157012172.4,35067016.66,19397589.83,7736413.865,95494985.26,1259433515,30172184.94,74533719.95,911990818.8,340183105.1,27264446.41,5449350566,1968016940,46706308.31,1352575820,97700842.44,2724846265
"1,3-Diacetin",376359.8591,97812301.37,11649368.64,134198382.9,832479.3301,124372953.1,51958171.21,1114310.069,58392936.6,77505748.22,33102256.9,41108680.77,632741561.3,245457135,25557694.75,156483240.2,2304780.217,981967887.5,37659673.69,34670798.44,49218716.16,10492852.59,6743038.065,3102119.636,28172042.36,241108144.8,13940209.62,24691922.22,100116635.3,78031296.16,5190982.672,831170004.6,504188700.5,9158576.78,511131600.1,54357670.69,287105370.6
"1,3-Propanediol, 2TMS derivative",167555015.3,2334566367,942751167.6,3453439331,146644208.4,3661749931,6488319745,267164767.1,4839457057,2450425493,2170929432,1727091025,24448289099,25211109485,278102213.3,2754715774,1497293153,11830452679,1109958026,3153383212,4821144561,621794944.8,268573936.8,77165324.28,1452824777,5571709738,552615417.2,1901168986,7423210026,10460619233,1016161660,35221037903,23209099591,472363917.9,8934690908,1169188708,41170767879
"1,3-Thiazolidine-4-carboxylic acid, TMS",372134.7534,20070698.75,2208102.32,3173675.557,519594.1548,28367218.77,524686.81,171935.7664,757132.0364,29696531.03,785956.9805,64159423.72,1010135335,633798948.9,1233335.42,1108152.566,699415.4365,455185135.4,1169262.472,2200231.515,2696679.027,8132119.581,508378.4445,78692.81478,523077.1206,34003688.55,400916.9481,1119331.108,77427437.71,552182759.8,6743503.274,250250930.6,8686958.592,498859.3895,41706646.8,1870865.058,460375485.8
"1H-Indole-2-acetic aciid, 1-(trimethylsilyl)-, trimethylsilyl ester",33702996.45,1535819967,12504707.75,256102952.4,34557247.3,57114731.57,52362241.42,11014661.56,653879355.3,13530403.32,145824520.4,152183341,638047580,1582014540,8399964.899,131985827.3,22142348.33,928411408.3,3524405.016,269927867.3,216710269.2,107401558.2,7936980.404,19770806.17,258940769.9,1195685169,120911987.2,96498463.2,0,168542398.7,153902311.8,31415870131,12248410506,19410680.1,1832438167,11225083.77,2884785415
"1H-Pyrido(4,3-b)indole, 2,3,4,5-tetrahydro-2,8-dimethyl-",583991.2379,37547818.87,3769265.781,33732017.91,1976517.501,10769343.72,123977105.6,4863629.784,89552427.5,14831268.99,21491079.83,10936683.83,293998642.6,73576655.69,6530000.783,76499509.85,29357809.98,317470216.3,35109057.88,60521651.55,134216898.2,3739143.048,519166.6647,1947310.577,12950448.5,54810604.5,8233230.488,7755839.341,101550017.9,63104402.19,20644841.28,466231708.3,289668986,8048100.195,11703247.23,651493.9688,784766261.7
"2-(2-Amino-3-methylbutanamido)-3-phenylpropanoic acid, 2TMS(1)",5465711.047,230972916.7,25276603.03,81317170.54,38265038.33,771949097.2,109080878.1,868017.6463,59661045.47,41399147.67,17496163.02,430366527.8,512730388.5,2745968068,7830962.246,817231086.9,116717067.3,3581551586,565804862.2,786334455.8,216562225.3,92226984.21,1666100.101,12098167.97,94563450.29,336312759,88960586.84,215109725.5,2290767441,822117234.5,265934399.8,518216871.5,4444544816,3873574.716,139852644.2,25454429.36,16705928150
"2-(2-Amino-3-methylbutanamido)-3-phenylpropanoic acid, 2TMS(2)",43127.0541,36645127.97,5743840.717,6602009.817,1868792.239,124446117.4,10738990.29,348648.4346,9742463.757,4845330.696,1326006.684,79513404.94,114407836.8,498385719.2,3020894.389,338493635.2,13645324.76,988967631,384767567.2,194714636.2,37390104.77,18408123.98,1704499.084,3108251.93,25108735.7,103857703.8,32944091.37,30455748.66,459057016,87063256.79,39501700.62,41202296.56,1213182433,2271786.946,4504644.788,1339078.945,5061772641
"2-[5-[(3Z,6Z)-2,12-Dihydroxydodeca-3,6-dienyl]oxolan-2-yl]acetic acid, 3TMS",304081.029,2633020.73,1152386.35,3646463.354,136332.9091,4815826.966,329365.8986,8739.088023,516527.3525,7325997.136,548795.4761,587472.0759,23429700.51,35416121.04,735379.0631,1201228.783,582573.7826,59971211.13,9839395.827,4413326.073,1370957.593,318470.4385,14904.16324,1770703.717,474941.5057,40783455.47,280905.99,16597320.9,5068839.96,500115.9546,1268080.384,8171271.448,32288209.71,37883694.95,439958786.2,435848.9741,501202089.1
"2-Amino-1-propanethiol, 2TMS",23754715.12,8738919.659,192715645.3,510065962.1,17055966.21,515433862.1,1149522441,46811482.05,575410574.3,477227453.3,422619522,182614950.5,1389306048,2294712179,31758822.2,305052998.1,330120714.4,2651761027,87522777.65,232687107.6,731804820.8,78006984.06,44553379.04,11618183.92,264700995.7,593278437.2,41951351.33,410331608.2,905226303.4,1002308878,89600367.58,3038768501,2577476678,10953577.53,368405268.4,51236737.61,3227737775
2-Amino-4-methyl-4-pentenoic acid,382463.5291,6785464.073,1886957.344,8225945.943,268370.2819,3649046.783,16134778.41,1318738.92,3785109.16,38272914.48,23935644.92,2266358.851,31713975.76,37997584.53,87329.95963,42752720.83,17504316.98,0,1191669.517,9049653.667,5605289.358,469810.8823,3594619.658,79408.6716,6473191.691,29269137.12,3826583.272,11018989.94,76433227.08,18048441.94,2572234.552,106193438.2,27290061.54,408216.6052,18718477.04,2079635.354,19240370.28
"2-Aminoadipic acid, 3TMS derivative",2041208.473,28343683.83,16696994.94,112936769.4,2518184.591,107689143.4,119612157.4,870900.7869,20899410.86,178294684.8,18200165.61,137902828.5,1334063332,1048699919,16011889.64,191083420.2,19975505.71,985244633.2,68167072.65,51781872.45,31801137.16,12029901.12,701178.1845,1702195.491,26574947.12,331344189.5,5696543.53,31167090.12,493637203.6,76097861.47,25162540.31,571307819.2,1010950899,7115431.669,147712135.4,16794608.26,9296391728
"2-Aminoheptanedioic acid, 3TMS derivative",1007452.372,14148195.49,12731095.82,68262391.61,5003187.358,18632082.31,9889733.863,131045.6128,22393118.5,44518461.65,1581750.398,9773286.237,323180794.3,154466550.8,7506252.79,77411240.89,301381.6188,170111307.5,116254456.9,120292936.1,57737148.23,16322248.57,914823.638,1297811.929,20475519.85,111073852.6,14402646.62,63467542.76,168254409.6,67389206.93,20122247.4,131526923.1,619229961.9,287207.2501,122932746.7,31645842.44,2368700820
"2-Aminomalonic acid, N,O,O,-TMS(1)",3492740.023,304087032.3,14389213.14,62326058.31,14611989.56,92730261.79,71671859.39,2862520.967,36704892.34,1483420.851,12816612.93,414764807.8,1460233520,2430306655,20794850.52,94809419.85,22328692.32,824273110.7,93809040.65,82585234.88,40975946.24,13986534.58,12834102.92,2949597.285,13576182.71,3783584896,6576633.809,28521080.41,625230306.7,486290827.4,17519702.05,1908382833,359975483.5,9971254.8,125845779.4,30178128.02,2105973944
"2-Aminomalonic acid, N,O,O,-TMS(2)",12025820.34,16658233.13,82142360.91,429703722.7,42854551.8,480749766,350520412.2,2928650.138,240369310,65551130.05,60734956.08,706936646.3,4742647796,2684708060,215165281.7,830050649.1,134378108.8,7397088444,618845462.6,693837544.9,281765741.4,110089666.1,4842519.038,11320079.99,83743397.06,250731568.3,44104593.41,211938448.4,1823981113,531244403.3,141553157.6,2827136484,2765037638,7531940.372,712966291.2,145396470,8554392613
"2-Aminomalonic acid, N,O,O,-TMS(3)",57080914,90837363.38,377350565.6,2026225510,213201058.7,2308775424,1455095374,13270153.7,1175705942,344758778.8,290730188.4,3357815794,19550132452,14404911880,875052559.2,4156031179,650913037.4,28516408620,3404178758,3915936493,1584020185,651257030.6,14779066.72,73329546.33,573343856.5,957146981.6,297487487.2,1520057528,8037937865,3998546151,1035344787,12200112495,12357523923,24346730.34,3250184995,639544127,40923964400
"2-Butene-1,4-diol, TBDMS derivative",3769526.074,33467926.27,8861297.603,41847714.14,214120.2673,13919575.09,59214645.9,2723937.788,605993283.2,23462737.26,24650654.61,10481998.05,427492249.4,2051903795,56985265.03,328934632.7,16238316.32,204803820.1,13585066.78,48716664.73,51938469.17,9169943.856,679570.2626,1099221.021,105395622.1,304411787.8,1062017.609,6586275.001,23022249.25,68097879.92,74812787.1,222205851.9,277051715.2,866984.4656,71009239.67,70058258.61,696642158.6
"2-Butenedioic acid, (E)-, 2TMS derivative",4531883.159,61963393.82,19681720.36,386483665.9,6388770.769,110530782.1,160221829.4,3686064.604,59901708.2,174077173.4,29625536.79,106074349.8,4071311962,2107848294,43475921.14,234660333.9,26934350.51,789382227.7,63368742.8,180402290.5,70254011.19,14885075.94,2852549.39,1823636.504,30746289.02,1754677596,21253339.08,32001303.97,622279878.7,310700487.2,17208329.22,1588963067,1804495440,19436380.02,571726842.3,25425716.87,2416507755
"2-Butenoic acid, 2-[(trimethylsilyl)oxy]-, trimethylsilyl ester",1222652.168,15154382.28,5062831.225,17049536.28,1027918.542,15041514.78,27958041.3,1788977.076,17128406.45,22382402.89,6626308.845,2081584.763,81120691.13,102733500.8,585282.9934,18058428.74,4014131.264,32541806.44,1670532.613,8062170.158,19640932.33,1668644.843,672746.8877,204845.4821,6827178.223,10938747.06,1014009.083,3561466.18,31776979.37,22623325.7,1362290.158,124839128.8,72099354.35,4952751.597,214925805.2,6861461.322,135448073.3
"2-Furoic acid, TMS derivative",7383676.296,121255901.2,75343520.15,199817725.8,4375591.123,173324199.4,127512252.8,16610648.63,188816565.8,55841112.28,94353973.48,55285806.7,1131601951,1054987943,10679304.82,348799840.8,34035285.67,1630967599,50067031.49,105667569,280095989.8,8376808.308,47764181.29,8405815.137,41808472.81,2049643781,3061181.333,57854344.01,266150639.3,374297425.1,63695107.31,1785376452,668668683,138725527.3,611794531.7,227894431,1753525663
"2-Hydroxy-3-methylbutyric acid, 2TMS derivative",5983750.233,11824196.14,63723696.84,127914092.6,10300429.13,271541226.1,4822372947,443544089.4,79337803.77,7750581695,345668998.1,6550954255,45605816358,1.04E+11,33234678.43,7470918358,2447089271,6175421999,3598182245,399352387.8,243967778.4,20985208.54,709614237,282069026,645956871.7,35001280528,453942911.5,61127699.47,33250156296,20918451731,17083227.21,21329023237,502490345.7,389572024.9,30489868927,465365603,2015453006
"2-Hydroxy-4-methoxy-6-pentyl-3-prenylbenzoic acid, 2TMS",203025.6739,6107182.65,949170.228,83441937.52,40245.35,11816845.14,8301669.801,16382.72625,1322947.028,1348650.064,3805434.22,9654312.148,58611801.97,40507629.58,2214153.7,1754422.932,168791.8453,33146148.83,836080.5696,418348.2597,1407196.359,5620543.278,839.2109072,2224.681295,22491246.09,8218922.032,15706684.67,3745676.1,19564310.08,9574801.083,5575956.462,153032498.7,3226843.836,4867208.091,2951823.633,15214104.26,598943602.8
"2-Hydroxybutyric acid, 2TMS(1)",2209784.824,493270.1037,8503468.073,33950640.96,1834523.047,85209906.7,245212713.1,5932615.797,103857072.1,42380332.93,40089465.47,55252373.05,621189039.1,570263160.5,1060476.416,44107202.94,30432051.4,476684279,9243138.838,71419312.09,109254366.3,21707328.64,5417516.683,589365.5777,31304873.81,19958998.16,12305923.77,43444154.54,161694603.9,250531303.8,23363471.91,650251235.3,369059155.9,4405405.39,214481240.8,29534240.72,1175012517
"2-Hydroxybutyric acid, 2TMS(2)",7848000.939,5186418290,46907420.87,145996730.2,4988518.212,160447272.6,110943565.4,38044387.78,199314671.3,813515511.9,116892687.4,361997079.7,1484736301,4712557252,45470767.46,2604552017,165364581.3,742084308.4,73989208.89,120266095.8,147008845,20530302.77,10725223.03,33729996.15,115314277.8,10489870857,19302159.52,67060184.43,1568013408,1491812416,56208382.41,2186931557,1343955027,27884236.5,4637644905,60132327.23,2552939036
"2-Hydroxybutyric acid, 2TMS(3)",5342514.662,93288367.46,2311390.527,8513968.548,462497.7282,67278771.7,284786916.4,31116031.43,135129273.1,669512560.4,301967410.9,267727374.1,1102785333,3650971460,43426385.72,2136220760,36694335.34,160444438.3,1927832.147,3650317.481,88434110.89,13894746.36,8299381.605,24696764.56,78517018.34,691039185.8,20263021.02,37795190.21,1520821544,1028323957,1120078.984,1472949119,16847218.57,2826201.483,4143956771,56547038.12,1780838910
"2-Hydroxyisocaproic acid, 2TMS derivative",286041876.1,4589253920,209560279.1,5451096358,448175278.6,3187618385,5179179981,305500003.4,439593175.8,2028057527,499698356.6,4510543689,28111444237,68050817700,673923603.1,7181738615,1414892794,7856210169,3571943587,8260016996,3269252399,1735728062,495287357.7,232147532.3,2045672099,15905837005,820805488.6,4849755360,14308880488,16722022046,592360135.1,23826035490,29746091762,522670570.1,23692791859,916546089.8,30012180031
"2-Hydroxyquinoline, tert-butyldimethylsilyl ether",10096170.93,12623341.75,21526131.4,42757395.75,7299171.26,203098705.6,14422757.62,169557.5129,3696460.997,11652648.9,2185860.192,11416718.27,356350139.6,353933350.8,2047094.007,103503427.2,105820855.8,217839597.4,22369889.47,19158136.79,34804885.05,5178706.102,577386.4381,204190.4634,17346133.94,42383840.12,50251096.43,18183819.62,78114235.34,57161303.42,15832743.75,818020705.8,178622841.8,1375937.658,322109996.3,5027200.534,215704481.3
2-Hydroxyskatole,946532318,15988358515,4756468987,21426069949,555799412,20070614328,19106956172,621023454,11131249689,7419027172,5359127131,10359409948,1.06E+11,91111547250,1593550363,5010040789,1843783356,64750165133,4993270084,11024567087,16570608826,2132665447,241958597.1,54749156.92,3889094505,21011498915,1714406041,4690458071,41765225979,36106150141,2868823149,1.81E+11,84488564652,3595365293,76834062139,5354399889,1.73E+11
"2-Isopropenyl-3,6-dimethylpyrazine",60474864.96,1403371679,428398916.3,1875802044,66975723.49,2175335830,3797143107,26716584.79,852686223,899872612.2,464371981.7,1866006932,14782392042,9498783722,132118941.9,1617557019,294260071.6,13624658186,730121415.8,2847358962,1305786609,361903704.7,26762642.94,22251926.63,456324148.8,2675002216,255331835.4,756628349.1,6364616943,2303332412,669040385.6,16222763165,33181875853,29419586.73,1139175127,421041106.9,59246283233
"2-Methyl-1,3-propanediol, 2TMS derivative",16796714.83,287485580.3,81607178,388268251.4,11016693.77,306809241.9,656588204.6,18542978.56,447216611.9,196491770.8,158966767.8,131132300.7,2185545606,2171982031,29473402.11,188061632.7,85751992.19,1236678513,63053540.1,207731378.8,254226536.4,34728018.11,11640236.48,3162290.306,65717715.42,173383257.7,24993823.55,69995311.5,569428594.6,418835898.3,47128464.3,2539360480,1623627344,63332725.91,1397199307,127096646.9,3584573225
"2-Methyl-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybutanenitrile, 4TMS",539998145.7,38689834830,4441158653,15847320422,606309773.5,21377198397,57922950103,275872880.2,20753498230,26481629552,2151895605,4089049727,3567552768,2.95E+11,532197464.3,6395517364,17294103731,73945854319,152855377.9,34215842499,18919104985,7672519174,31284394.44,161267675.1,6642120093,24699635789,2043262014,4348699444,16407199399,48302045215,5425497725,2.80E+11,10294240250,697954843,7995436831,14508499454,1.46E+11
2-Methyl-4-indolol,14840663.64,197906930.6,82432807.7,290543384.7,9929798.253,303947460,408363191.2,13359447.07,308709193,107819359,108776843.8,151150884.6,1621816088,1652272161,28833831.8,291213557.8,136363864.9,847406585.3,73926175.39,177894383.9,258141128.1,35478779.77,32723676.12,7126580.981,70079574.25,319145919.3,32180097.56,90266144.6,570270935.6,661017121.6,57675618.25,2760764862,1273542785,51180453.12,1125454379,83343917.6,2881894796
"2-Methylbutan-2-ol, tert-butyldimethylsilyl ether",496454.2759,30756318.76,0,15782003.77,6916305.638,48508628.88,57518961.29,2726018.132,59671348.91,26294944.65,25384102.29,140791400.2,1189163306,571860904.2,1651098.756,29988388.18,15875285.08,415975647.5,44113071.62,47425367.18,60067948.77,5261746.308,252972.6051,136590.0318,13060229.37,222752186.7,4906661.297,9155897.245,60990493.67,509419010.3,6632867.75,679361204.3,245975000.4,2902171.41,65128675.37,5502323.079,671313980.6
"2-Methylbutanoic acid, TMS derivative",479761.5679,6873707.689,3857526.481,14894896.04,649027.6899,9204545.476,30524635.77,1034193.843,11882567.18,6710843.35,13063053.88,17568350.08,310354198.8,365468179.2,1029659.364,153881345.6,4182021.703,173684416.5,9874008.593,11166310.47,16466200.31,3935686.308,4114728.061,5949212.451,8649830.893,8332372.54,1587407.75,4549581.365,91352836.59,108498363.6,1893276.929,99892110.1,69186666.78,1392618.725,100090459.2,2595368.185,154425189.3
"2-Methylpropanoic acid, TMS derivative(1)",3357813.991,30706358.77,9766374.442,41749288.69,6683683.389,48786348.87,175038036.2,4087113.63,54985826.57,43178258.88,57474947.18,11057106.4,203152742.5,550900180.9,1955174.076,28609025.27,22634818.33,502262701,39645476.1,46977927.59,197750996.2,4524983.937,369486.7442,987462.4564,26299955.44,51118199.27,6010849.154,976303.8274,313396087.9,92021647.98,9661155.091,676030388.2,193593855.2,10690217.51,647126793,2971349.451,589804741.4
"2-Methylpropanoic acid, TMS derivative(2)",618619.2212,37745004.55,2971072.861,10907332.03,8150102.244,1190907.064,56949467.56,1697700.195,40753347.72,19341196.94,32620905.18,185923192,3547535341,4152015752,2739418.011,34226818.12,15889693.39,1632460512,86454936.92,2010623.533,431440374,4213695.69,1883238.161,478884.5337,14887265.61,548787089.6,4461162.794,18344756.83,1039185147,897185501.4,8270378.143,784728846.8,333753698.7,34256784.24,1074731205,11968684.49,14575720.3
